frame,u,v,X,Y,theta_deg
0,2209,700,1225.4197704634046,1376.17051197539,175.71085357666016
1,2220,702,1237.3296881767003,1373.9731927048997,177.1844482421875
2,2230,707,1248.156886097878,1368.4798945286748,178.19600677490234
3,2240,711,1258.9840840190561,1364.0852559876948,179.55926513671875
4,2249,713,1268.7285621481162,1361.8879367172049,0.0
5,2259,717,1279.5557600692944,1357.493298176225,0.8882355093955994
6,2270,723,1291.46567778259,1350.9013403647548,1.9580672979354858
7,2279,726,1301.2101559116502,1347.6053614590198,2.935673952102661
8,2287,729,1309.8719142485927,1344.3093825532846,3.6913864612579346
9,2298,733,1321.7818319618884,1339.9147440123047,4.989362716674805
10,2308,738,1332.6090298830666,1334.4214458360798,6.115503787994385
11,2317,742,1342.3535080121267,1330.0268072950998,7.624191761016846
12,2327,746,1353.1807059333048,1325.63216875412,8.06693172454834
13,2337,752,1364.007903854483,1319.0402109426498,9.090276718139648
14,2347,756,1374.8351017756606,1314.6455724016698,9.981828689575195
15,2356,761,1384.5795799047212,1309.1522742254447,11.481990814208984
16,2365,767,1394.3240580337813,1302.5603164139748,12.52880859375
17,2374,774,1404.0685361628414,1294.8696989672599,13.495734214782715
18,2383,779,1413.8130142919015,1289.3764007910347,14.484734535217285
19,2392,785,1423.5574924209616,1282.7844429795648,15.819192886352539
20,2400,792,1432.219250757904,1275.0938255328497,16.96614646911621
21,2410,799,1443.0464486790822,1267.4032080861348,17.7097225189209
22,2418,805,1451.7082070160247,1260.8112502746649,18.434947967529297
23,2427,813,1461.4526851450848,1252.0219731927048,19.746837615966797
24,2435,819,1470.1144434820274,1245.4300153812346,20.666122436523438
25,2442,825,1477.6934820268518,1238.8380575697647,21.974506378173828
26,2450,831,1486.3552403637943,1232.2460997582948,22.833656311035156
27,2458,839,1495.0169987007364,1223.4568226763347,23.868331909179688
28,2466,847,1503.678757037679,1214.6675455943746,24.775142669677734
29,2473,853,1511.2577955825034,1208.0755877829047,25.94229507446289
30,2480,861,1518.8368341273283,1199.2863107009448,26.987890243530273
31,2486,870,1525.3331528800352,1189.3983739837397,27.80146026611328
32,2493,878,1532.9121914248597,1180.6090969017796,28.872425079345703
33,2500,886,1540.4912299696841,1171.8198198198197,29.744882583618164
34,2506,894,1546.987548722391,1163.0305427378596,30.65066909790039
35,2512,902,1553.483867475098,1154.2412656558995,32.19573211669922
36,2519,911,1561.0629060199224,1144.3533289386946,32.905242919921875
37,2525,920,1567.5592247726292,1134.4653922214898,34.07719802856445
38,2531,928,1574.0555435253361,1125.6761151395297,35.031639099121094
39,2537,936,1580.5518622780426,1116.8868380575695,36.50143814086914
40,2542,946,1585.9654612386319,1105.9002417051195,37.33952331542969
