frame,u,v,X,Y,theta_deg
428,1381,293,328.92778258986596,1823.3249835201054,170.5376739501953
429,1369,294,315.9351450844524,1822.2263238848602,169.77783203125
430,1358,295,304.02522737115646,1821.1276642496152,170.21759033203125
431,1347,297,292.11530965786073,1818.9303449791253,170.07376098632812
432,1335,299,279.1226721524472,1816.7330257086353,169.4389877319336
433,1325,300,268.29547423126905,1815.6343660733903,170.04937744140625
434,1314,301,256.3855565179733,1814.5357064381453,169.7386245727539
435,1303,302,244.4756388046776,1813.4370468029003,169.50852966308594
436,1292,304,232.56572109138187,1811.2397275324101,169.96309661865234
437,1282,305,221.73852317020373,1810.1410678971652,169.78602600097656
438,1271,307,209.828605456908,1807.9437486266752,169.5625228881836
439,1260,308,197.91868774361205,1806.8450889914302,169.50852966308594
440,1249,309,186.00877003031633,1805.7464293561852,169.8379135131836
441,1238,311,174.0988523170206,1803.5491100856952,169.8379135131836
442,1228,311,163.27165439584246,1803.5491100856952,170.04937744140625
443,1216,313,150.27901689042892,1801.3517908152053,169.87532806396484
444,1206,315,139.451818969251,1799.1544715447153,169.3803482055664
445,1196,316,128.62462104807287,1798.0558119094703,169.87532806396484
446,1185,318,116.71470333477714,1795.8584926389804,169.96309661865234
447,1174,320,104.80478562148141,1793.6611733684904,169.4126739501953
448,1164,321,93.97758770030327,1792.5625137332454,169.28687286376953
449,1153,323,82.06766998700755,1790.3651944627552,169.2156982421875
450,1143,324,71.24047206582964,1789.2665348275102,169.6513214111328
451,1132,327,59.33055435253368,1785.9705559217753,169.4722137451172
452,1123,329,49.58607622347358,1783.7732366512853,168.79405212402344
453,1112,333,37.676158510177856,1779.3785981103051,168.9964599609375
454,1101,335,25.766240796881902,1777.1812788398151,168.69007110595703
455,1090,338,13.856323083586176,1773.8852999340802,168.27488708496094
456,1080,341,3.0291251624082633,1770.5893210283452,167.97772216796875
457,1069,342,-8.88079255088769,1769.4906613931003,168.1663589477539
458,1059,346,-19.707990472065603,1765.0960228521203,167.125
459,1048,348,-31.61790818536133,1762.8987035816303,167.21654510498047
460,1037,352,-43.527825898657284,1758.5040650406502,167.00537872314453
461,1028,354,-53.27230402771738,1756.3067457701602,166.6512680053711
462,1018,355,-64.09950194889552,1755.2080861349152,166.8835678100586
463,1008,357,-74.92669987007343,1753.0107668644252,166.48343658447266
464,998,360,-85.75389779125135,1749.7147879586903,165.96376037597656
465,987,363,-97.6638155045473,1746.418809052955,165.83294677734375
466,976,365,-109.57373321784303,1744.2214897824651,165.83294677734375
467,966,367,-120.40093113902094,1742.0241705119752,165.83293914794922
468,956,369,-131.22812906019908,1739.8268512414852,165.96376037597656
469,946,371,-142.055326981377,1737.6295319709952,165.96376037597656
470,936,372,-152.88252490255502,1736.5308723357502,166.08312225341797
471,926,375,-163.70972282373305,1733.2348934300153,166.20913696289062
472,915,378,-175.61964053702889,1729.9389145242803,165.4832992553711
473,905,381,-186.4468384582068,1726.6429356185452,165.71890258789062
474,896,385,-196.191316587267,1722.2482970775652,165.23080444335938
475,886,390,-207.01851450844504,1716.75499890134,164.52867126464844
476,876,394,-217.84571242962306,1712.3603603603601,163.91835021972656
477,867,397,-227.59019055868328,1709.0643814546252,163.0724868774414
478,858,403,-237.3346686877435,1702.4724236431553,162.34986877441406
479,847,409,-249.24458640103921,1695.8804658316851,161.10175323486328
480,838,414,-258.9890645300994,1690.3871676554602,160.52970123291016
481,830,422,-267.6508228670418,1681.5978905735,158.80594635009766
482,820,429,-278.47802078821985,1673.9072731267852,158.39447784423828
483,812,436,-287.13977912516225,1666.21665568007,157.01129150390625
484,804,443,-295.80153746210465,1658.5260382333552,156.30931091308594
485,795,451,-305.54601559116486,1649.736761151395,155.1576156616211
486,787,458,-314.20777392810726,1642.0461437046802,154.08111572265625
487,779,464,-322.86953226504966,1635.4541858932103,153.43495178222656
488,773,472,-329.3658510177564,1626.6649088112501,151.189208984375
489,764,480,-339.11032914681664,1617.87563172929,150.5843963623047
490,757,487,-346.6893676916412,1610.1850142825751,149.58892059326172
491,751,495,-353.185686444348,1601.395737200615,148.10921096801758
492,744,505,-360.7647249891727,1590.409140848165,146.9083023071289
493,738,514,-367.26104374187946,1580.52120413096,145.57352447509766
494,732,521,-373.75736249458623,1572.8305866842452,144.2110252380371
495,725,531,-381.3364010394108,1561.8439903317949,143.13010025024414
496,720,539,-386.7499999999999,1553.054713249835,142.30575942993164
497,715,547,-392.16359896058884,1544.2654361678751,141.4234733581543
498,709,555,-398.6599177132956,1535.476159085915,139.98633193969727
499,705,565,-402.99079688176687,1524.489562733465,138.57633590698242
500,701,573,-407.321676050238,1515.700285651505,136.97493362426758
501,696,582,-412.7352750108271,1505.8123489343,136.12329864501953
502,692,592,-417.0661541792982,1494.8257525818499,135.0
503,688,598,-421.3970333477695,1488.23379477038,133.22119903564453
504,683,605,-426.81063230835844,1480.543177323665,132.82525634765625
505,680,616,-430.0587916847119,1468.4579213359698,131.39152908325195
506,677,623,-433.3069510610652,1460.767303889255,129.74219131469727
507,673,632,-437.63783022953646,1450.87936717205,128.81138229370117
508,671,642,-439.8032698137721,1439.8927708196,126.8698959350586
509,667,651,-444.13414898224323,1430.0048341023949,126.02737045288086
510,665,659,-446.29958856647886,1421.215557020435,124.77782821655273
511,661,669,-450.63046773495,1410.228960667985,123.6900634765625
512,657,677,-454.96134690342126,1401.4396835860248,121.38319206237793
513,655,685,-457.1267864876569,1392.650406504065,121.13897132873535
514,654,696,-458.2095062797746,1380.5651505163698,119.55368614196777
515,652,705,-460.3749458640102,1370.6772137991647,118.61045837402344
516,650,713,-462.54038544824584,1361.8879367172049,116.80578804016113
517,649,724,-463.62310524036366,1349.8026807295098,116.56505012512207
518,649,732,-463.62310524036366,1341.0134036475497,115.64100646972656
519,647,741,-465.7885448245993,1331.1254669303448,114.17910766601562
520,647,751,-465.7885448245993,1320.1388705778947,112.83365058898926
521,646,760,-466.871264616717,1310.2509338606897,110.85445785522461
522,645,769,-467.9539844088348,1300.3629971434848,109.6871166229248
523,645,778,-467.9539844088348,1290.47506042628,108.74134063720703
524,646,788,-466.871264616717,1279.4884640738296,108.18904685974121
525,645,796,-467.9539844088348,1270.6991869918697,105.6795244216919
526,646,805,-466.871264616717,1260.8112502746649,104.03624439239502
527,646,815,-466.871264616717,1249.8246539222146,103.49573421478271
528,645,824,-467.9539844088348,1239.9367172050097,102.99461650848389
529,644,835,-469.0367042009526,1227.8514612173149,101.30993270874023
530,645,847,-467.9539844088348,1214.6675455943746,100.56101131439209
531,643,856,-470.1194239930704,1204.7796088771697,101.96205234527588
532,639,866,-474.4503031615417,1193.7930125247196,100.38885879516602
533,638,877,-475.5330229536595,1181.7077565370246,100.49147701263428
534,639,889,-474.4503031615417,1168.5238409140848,100.73889827728271
535,636,899,-477.698462537895,1157.5372445616347,99.46232223510742
536,634,909,-479.86390212213064,1146.5506482091846,99.29330825805664
537,633,920,-480.94662191424845,1134.4653922214898,98.13010215759277
538,633,931,-480.94662191424845,1122.3801362337945,98.66413497924805
539,632,942,-482.02934170636627,1110.2948802460996,96.91122722625732
540,631,953,-483.1120614984841,1098.2096242584046,97.12501668930054
541,631,963,-483.1120614984841,1087.2230279059545,96.94098377227783
542,630,974,-484.1947812906019,1075.1377719182597,95.90614128112793
543,630,985,-484.1947812906019,1063.0525159305646,95.80672693252563
544,629,995,-485.2775010827196,1052.0659195781145,95.54531764984131
545,628,1005,-486.3602208748374,1041.0793232256644,94.85309648513794
546,630,1018,-484.1947812906019,1026.7967479674794,94.76364183425903
547,632,1029,-482.02934170636627,1014.7114919797846,93.36646032333374
548,633,1040,-480.94662191424845,1002.6262359920895,92.00955390930176
549,636,1050,-477.698462537895,991.6396396396394,90.98776042461395
550,641,1062,-472.28486357730606,978.4557240166994,90.0
551,644,1072,-469.0367042009526,967.4691276642495,90.0
552,646,1081,-466.871264616717,957.5811909470444,87.45519256591797
553,651,1091,-461.45766565612803,946.5945945945944,86.85504150390625
554,655,1101,-457.1267864876569,935.6079982421445,83.54118347167969
555,660,1110,-451.7131875270678,925.7200615249394,83.34557342529297
556,667,1120,-444.13414898224323,914.7334651724893,82.33319854736328
557,671,1128,-439.8032698137721,905.9441880905295,80.36246490478516
558,676,1136,-434.389670853183,897.1549110085693,79.69515228271484
559,683,1145,-426.81063230835844,887.2669742913642,78.00917053222656
560,688,1153,-421.3970333477695,878.4776972094044,76.8170394897461
561,693,1160,-415.9834343871804,870.7870797626892,75.20323944091797
562,700,1168,-408.4043958423558,861.9978026807294,74.74488067626953
563,706,1176,-401.90807708964905,853.2085255987693,72.58203125
564,712,1183,-395.4117583369423,845.5179081520544,71.56504821777344
565,719,1190,-387.8327197921176,837.8272907053392,70.06200408935547
566,725,1197,-381.3364010394108,830.1366732586243,68.2994613647461
567,731,1203,-374.84008228670405,823.5447154471542,67.38013458251953
568,739,1210,-366.17832394976165,815.8540980004393,66.60223388671875
569,747,1217,-357.51656561281925,808.1634805537242,64.79888153076172
570,754,1223,-349.93752706799467,801.5715227422543,63.43495178222656
571,760,1229,-343.4412083152879,794.9795649307844,63.07232666015625
572,767,1234,-335.8621697704632,789.4862667545592,61.821407318115234
573,773,1241,-329.3658510177564,781.7956493078443,60.190887451171875
574,782,1245,-319.6213728886962,777.4010107668641,58.32453155517578
575,789,1251,-312.04233434387163,770.8090529553942,56.88865280151367
576,798,1256,-302.2978562148114,765.3157547791693,56.02345275878906
577,807,1261,-292.5533780857512,759.8224566029442,55.00798416137695
578,813,1266,-286.05705933304444,754.3291584267192,53.34389114379883
579,820,1270,-278.47802078821985,749.9345198857393,51.666664123535156
580,830,1273,-267.6508228670418,746.6385409800041,50.856014251708984
581,839,1278,-257.9063447379816,741.1452428037792,49.236392974853516
582,847,1282,-249.24458640103921,736.7506042627992,48.3231201171875
583,856,1287,-239.500108271979,731.2573060865743,47.48955154418945
584,864,1289,-230.8383499350366,729.0599868160841,45.725223541259766
585,872,1293,-222.1765915980942,724.6653482751042,44.274776458740234
586,880,1294,-213.5148332611518,723.5666886398592,42.41420364379883
587,889,1297,-203.7703551320916,720.2707097341242,41.7191162109375
588,898,1301,-194.02587700303138,715.8760711931443,40.143394470214844
589,908,1302,-183.19867908185347,714.7774115578991,38.50065231323242
590,917,1305,-173.45420095279326,711.4814326521641,36.559635162353516
591,926,1306,-163.70972282373305,710.3827730169191,35.71995544433594
592,936,1309,-152.88252490255502,707.0867941111842,34.562522888183594
593,945,1311,-143.1380467734948,704.8894748406942,32.938690185546875
594,954,1312,-133.3935686444347,703.7908152054492,31.675466537475586
595,966,1313,-120.40093113902094,702.6921555702042,30.256441116333008
596,975,1313,-110.65645300996084,702.6921555702042,28.369047164916992
597,985,1312,-99.82925508878293,703.7908152054492,26.9802303314209
598,994,1311,-90.0847769597226,704.8894748406942,24.623563766479492
599,1004,1311,-79.25757903854469,704.8894748406942,22.98871612548828
600,1014,1311,-68.43038111736655,704.8894748406942,21.595312118530273
601,1023,1308,-58.68590298830645,708.1854537464292,19.832130432128906
602,1031,1306,-50.02414465136394,710.3827730169191,18.886085510253906
603,1041,1304,-39.19694673018603,712.5800922874091,16.238840103149414
604,1050,1301,-29.45246860112593,715.8760711931443,14.931418418884277
605,1060,1299,-18.62527067994779,718.0733904636343,13.27064323425293
606,1071,1294,-6.715352966652063,723.5666886398592,12.200468063354492
607,1080,1291,3.0291251624082633,726.8626675455941,10.175511360168457
608,1090,1289,13.856323083586176,729.0599868160841,8.426968574523926
609,1099,1286,23.600801212646275,732.3559657218193,7.352379322052002
610,1109,1283,34.427999133824414,735.6519446275543,5.906140327453613
611,1120,1280,46.33791684712014,738.9479235332892,4.134671211242676
612,1130,1277,57.165114768298054,742.2439024390242,3.0940582752227783
613,1140,1272,67.9923126894762,747.7372006152493,1.3971812725067139
614,1151,1267,79.90223040277192,753.2304987914742,180.0
615,1160,1263,89.64670853183225,757.6251373324542,179.23609924316406
616,1170,1258,100.47390645301016,763.1184355086793,178.22853088378906
617,1180,1252,111.30110437418807,769.7103933201493,176.87786865234375
618,1189,1250,121.0455825032484,771.9077125906392,175.96228790283203
619,1198,1247,130.7900606323085,775.2036914963742,174.7099151611328
620,1209,1243,142.69997834560445,779.5983300373543,174.23736572265625
621,1219,1240,153.52717626678236,782.8943089430893,173.6598129272461
622,1229,1240,164.35437418796027,782.8943089430893,173.6598129272461
623,1240,1238,176.26429190125623,785.0916282135793,173.22434997558594
624,1252,1236,189.25692940666977,787.2889474840692,173.1572265625
625,1264,1233,202.2495669120833,790.5849263898042,172.1847152709961
626,1275,1232,214.15948462537926,791.6835860250492,172.52843475341797
627,1286,1231,226.069402338675,792.7822456602942,172.73676300048828
628,1296,1231,236.8966002598529,792.7822456602942,172.50414276123047
629,1306,1230,247.72379818103104,793.8809052955394,172.47618103027344
630,1318,1229,260.7164356864446,794.9795649307844,172.303955078125
631,1329,1227,272.6263533997403,797.1768842012743,172.56858825683594
632,1340,1226,284.53627111303626,798.2755438365193,172.40535736083984
633,1351,1225,296.446188826332,799.3742034717643,171.9455795288086
634,1362,1224,308.3561065396277,800.4728631070093,172.40535736083984
635,1372,1223,319.18330446080586,801.5715227422543,172.1847152709961
636,1383,1222,331.0932221741016,802.6701823774993,172.47618103027344
637,1394,1220,343.0031398873973,804.8675016479892,172.52843475341797
638,1405,1219,354.91305760069326,805.9661612832342,172.09283447265625
639,1416,1218,366.822975313989,807.0648209184792,172.64761352539062
640,1427,1216,378.7328930272847,809.2621401889692,172.09283447265625
641,1437,1216,389.56009094846286,809.2621401889692,172.60040283203125
642,1449,1215,402.5527284538764,810.3607998242144,172.97159576416016
643,1459,1214,413.3799263750543,811.4594594594594,172.76307678222656
644,1470,1214,425.28984408835026,811.4594594594594,172.60040283203125
645,1481,1213,437.199761801646,812.5581190947044,172.1082992553711
646,1491,1212,448.0269597228239,813.6567787299493,172.50414276123047
647,1502,1210,459.93687743611986,815.8540980004393,172.25965881347656
648,1513,1209,471.8467951494156,816.9527576356843,172.44365692138672
649,1523,1208,482.6739930705935,818.0514172709293,172.40535736083984
650,1534,1206,494.58391078388945,820.2487365414192,171.95094299316406
651,1544,1205,505.41110870506736,821.3473961766642,171.8698959350586
652,1554,1204,516.2383066262453,822.4460558119092,172.23483276367188
653,1566,1203,529.230944131659,823.5447154471542,171.71420288085938
654,1576,1202,540.058142052837,824.6433750823992,172.1847152709961
655,1587,1200,551.9680597661327,826.8406943528894,172.1082992553711
656,1598,1198,563.8779774794286,829.0380136233794,172.1466827392578
657,1608,1198,574.7051754006065,829.0380136233794,172.50414276123047
658,1619,1197,586.6150931139023,830.1366732586243,172.64761352539062
659,1630,1196,598.5250108271982,831.2353328938693,172.03038787841797
660,1640,1195,609.3522087483761,832.3339925291143,172.40535736083984
661,1651,1193,621.2621264616719,834.5313117996043,172.50414276123047
662,1661,1192,632.08932438285,835.6299714348493,172.61395263671875
663,1672,1191,643.9992420961457,836.7286310700943,172.67359161376953
664,1683,1190,655.9091598094415,837.8272907053392,172.1998062133789
665,1694,1188,667.8190775227374,840.0246099758292,172.32103729248047
666,1704,1187,678.6462754439153,841.1232696110744,172.56858825683594
667,1715,1186,690.556193157211,842.2219292463194,172.33319854736328
668,1725,1185,701.3833910783892,843.3205888815644,172.33319854736328
669,1736,1184,713.2933087916849,844.4192485168094,172.60040283203125
670,1747,1183,725.2032265049809,845.5179081520544,172.81146240234375
671,1757,1181,736.0304244261588,847.7152274225443,172.64761352539062
672,1769,1179,749.0230619315723,849.9125466930343,172.61395263671875
673,1780,1179,760.932979644868,849.9125466930343,172.6809844970703
674,1789,1178,770.6774577739284,851.0112063282793,172.50414276123047
